reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-039721,JH-002,2023-04-09,01:11:00,Air Quality,NOx,52.4,mg/m³,80,False,Drill Site,23.4759647,85.5032905,SENS-NOx-023,Amit Patel
ER-039722,JH-002,2023-10-03,11:33:00,Dust,PM2.5,36.4,mg/m³,60,False,Pit Area,23.1935089,86.3890235,SENS-PM2-087,Rajesh Kumar
ER-039723,JH-001,2023-02-25,17:05:00,Groundwater,Level,108.0,m,100,True,Effluent Treatment,23.2573428,85.7599138,SENS-Lev-065,Amit Patel
ER-039724,JH-002,2023-07-29,01:27:00,Groundwater,Level,77.6,m,100,False,Drill Site,23.4398454,85.5286369,SENS-Lev-009,Rajesh Kumar
ER-039725,CG-001,2023-03-06,04:34:00,Water,pH,6.3,,9,False,Effluent Treatment,23.4430472,85.8764825,SENS-pH-068,Rajesh Kumar
ER-039726,OD-001,2023-07-09,11:36:00,Dust,PM10,84.6,mg/m³,100,False,Crusher Area,23.2857681,85.8223028,SENS-PM1-042,Rajesh Kumar
ER-039727,JH-001,2023-09-16,08:47:00,Dust,PM10,103.5,mg/m³,100,True,Effluent Treatment,24.1631588,86.2345521,SENS-PM1-039,Sita Devi
ER-039728,OD-001,2023-08-13,23:48:00,Air Quality,SO2,60.0,mg/m³,80,False,Drill Site,24.0337289,85.5800626,SENS-SO2-077,Sita Devi
ER-039729,JH-003,2023-03-17,09:06:00,Vibration,Whole Body,3.8,m/s²,5,False,Effluent Treatment,23.8958288,85.982117,SENS-Who-086,Sita Devi
ER-039730,OD-002,2023-06-08,01:56:00,Dust,PM2.5,49.7,mg/m³,60,False,Pit Area,23.793679,85.4549533,SENS-PM2-088,Sita Devi
ER-039731,CG-001,2023-04-22,13:46:00,Dust,PM10,70.9,mg/m³,100,False,Effluent Treatment,23.4842295,86.0558079,SENS-PM1-048,Sita Devi
ER-039732,CG-002,2023-11-26,08:59:00,Noise,SPL,80.7,dB,85,False,Drill Site,23.5437904,85.5823926,SENS-SPL-041,Amit Patel
ER-039733,CG-002,2023-04-04,15:21:00,Noise,SPL,86.2,dB,85,True,Crusher Area,23.5475406,85.8939277,SENS-SPL-017,Rajesh Kumar
ER-039734,JH-001,2023-12-23,13:55:00,Vibration,Whole Body,3.4,m/s²,5,False,Pit Area,23.5128714,86.1826929,SENS-Who-021,Sita Devi
ER-039735,JH-002,2023-10-23,14:41:00,Air Quality,NOx,70.5,mg/m³,80,False,Pit Area,23.1970051,86.347746,SENS-NOx-059,Rajesh Kumar
ER-039736,CG-001,2023-03-08,10:46:00,Water,TSS,100.1,mg/m³,100,True,Drill Site,23.9845941,86.0772357,SENS-TSS-098,Amit Patel
ER-039737,JH-003,2023-02-06,10:46:00,Dust,PM10,52.4,mg/m³,100,False,Effluent Treatment,23.6298143,85.8051285,SENS-PM1-095,Rajesh Kumar
ER-039738,JH-003,2023-04-16,06:02:00,Vibration,Whole Body,6.0,m/s²,5,True,Effluent Treatment,23.2998024,85.9098312,SENS-Who-026,Sita Devi
ER-039739,JH-001,2023-05-30,08:19:00,Vibration,Whole Body,4.4,m/s²,5,False,Drill Site,23.4554622,86.3409082,SENS-Who-013,Amit Patel
ER-039740,CG-002,2023-12-09,03:57:00,Groundwater,Level,95.9,m,100,False,Effluent Treatment,24.1228846,85.7611225,SENS-Lev-066,Rajesh Kumar
ER-039741,CG-001,2023-07-23,21:43:00,Groundwater,Level,98.7,m,100,False,Crusher Area,23.8866695,86.0535069,SENS-Lev-045,Sita Devi
ER-039742,JH-003,2023-02-13,15:20:00,Groundwater,Level,51.1,m,100,False,Effluent Treatment,23.4539916,86.039489,SENS-Lev-026,Amit Patel
ER-039743,JH-002,2023-12-13,12:44:00,Air Quality,SO2,56.5,mg/m³,80,False,Drill Site,23.2992794,85.5619981,SENS-SO2-065,Rajesh Kumar
ER-039744,JH-001,2023-01-21,21:40:00,Dust,PM2.5,53.8,mg/m³,60,False,Effluent Treatment,23.8659773,86.3156415,SENS-PM2-070,Amit Patel
ER-039745,JH-001,2023-04-23,04:00:00,Vibration,Whole Body,3.5,m/s²,5,False,Drill Site,24.1611383,86.3604165,SENS-Who-043,Rajesh Kumar
ER-039746,JH-002,2023-10-27,13:53:00,Dust,PM2.5,60.5,mg/m³,60,True,Drill Site,23.301402,85.5241118,SENS-PM2-089,Amit Patel
ER-039747,OD-001,2023-08-09,08:33:00,Dust,PM10,110.5,mg/m³,100,True,Drill Site,23.9113065,85.5991621,SENS-PM1-035,Rajesh Kumar
ER-039748,OD-002,2023-06-12,10:45:00,Water,pH,6.2,,9,False,Drill Site,23.4001915,85.8081242,SENS-pH-007,Amit Patel
ER-039749,JH-002,2023-08-14,21:59:00,Noise,SPL,92.1,dB,85,True,Drill Site,23.2357486,86.2641422,SENS-SPL-040,Amit Patel
ER-039750,CG-001,2023-09-18,21:33:00,Water,pH,7.1,,9,False,Effluent Treatment,24.108242,86.2683796,SENS-pH-028,Amit Patel
ER-039751,CG-001,2023-03-15,12:20:00,Groundwater,Level,68.5,m,100,False,Pit Area,23.3164479,86.3608854,SENS-Lev-013,Rajesh Kumar
ER-039752,OD-001,2023-03-29,18:00:00,Vibration,Whole Body,4.7,m/s²,5,False,Effluent Treatment,23.3306857,86.1993105,SENS-Who-034,Amit Patel
ER-039753,OD-002,2023-10-07,22:15:00,Air Quality,NOx,40.7,mg/m³,80,False,Effluent Treatment,23.6784059,85.785782,SENS-NOx-032,Rajesh Kumar
ER-039754,JH-002,2023-09-25,04:51:00,Air Quality,NOx,92.2,mg/m³,80,True,Crusher Area,23.2867182,86.0206947,SENS-NOx-061,Amit Patel
ER-039755,JH-002,2023-05-04,04:48:00,Noise,SPL,94.1,dB,85,True,Pit Area,23.8508609,85.6695558,SENS-SPL-069,Sita Devi
ER-039756,OD-001,2023-12-11,01:28:00,Groundwater,Level,86.1,m,100,False,Crusher Area,24.0170522,86.02165,SENS-Lev-022,Rajesh Kumar
ER-039757,JH-002,2023-09-14,07:27:00,Noise,SPL,72.4,dB,85,False,Drill Site,23.7297855,85.8116472,SENS-SPL-025,Amit Patel
ER-039758,OD-002,2023-06-09,19:33:00,Groundwater,Level,67.1,m,100,False,Effluent Treatment,23.5820388,85.9707621,SENS-Lev-056,Rajesh Kumar
ER-039759,JH-002,2023-09-18,16:47:00,Noise,SPL,55.7,dB,85,False,Drill Site,23.7539925,85.7720893,SENS-SPL-078,Rajesh Kumar
ER-039760,CG-002,2023-07-17,08:21:00,Groundwater,Level,115.2,m,100,True,Drill Site,23.5882656,86.1163182,SENS-Lev-006,Amit Patel
ER-039761,JH-002,2023-07-16,08:24:00,Dust,PM10,109.5,mg/m³,100,True,Crusher Area,23.976781,85.4776641,SENS-PM1-065,Rajesh Kumar
ER-039762,OD-002,2023-10-12,12:57:00,Groundwater,Level,66.6,m,100,False,Drill Site,23.9124028,85.7867514,SENS-Lev-031,Rajesh Kumar
ER-039763,CG-002,2023-11-20,23:45:00,Water,TSS,53.4,mg/m³,100,False,Effluent Treatment,23.8966636,85.6890985,SENS-TSS-012,Rajesh Kumar
ER-039764,CG-002,2023-08-07,12:01:00,Noise,SPL,101.9,dB,85,True,Drill Site,23.6047249,86.3826664,SENS-SPL-076,Amit Patel
ER-039765,JH-001,2023-02-04,04:47:00,Groundwater,Level,79.6,m,100,False,Crusher Area,23.8728651,85.6680014,SENS-Lev-042,Sita Devi
ER-039766,JH-001,2023-02-28,23:36:00,Water,TSS,118.1,mg/m³,100,True,Crusher Area,24.1659081,85.8707512,SENS-TSS-058,Amit Patel
ER-039767,OD-001,2023-11-09,10:20:00,Vibration,Whole Body,4.1,m/s²,5,False,Effluent Treatment,23.718934,85.4574813,SENS-Who-098,Amit Patel
ER-039768,CG-002,2023-07-07,01:01:00,Dust,PM2.5,70.8,mg/m³,60,True,Effluent Treatment,24.090082,85.7053031,SENS-PM2-063,Amit Patel
ER-039769,CG-001,2023-09-19,06:24:00,Water,pH,9.0,,9,False,Crusher Area,23.8947099,86.2748952,SENS-pH-019,Sita Devi
ER-039770,CG-002,2023-01-04,03:40:00,Dust,PM2.5,56.7,mg/m³,60,False,Drill Site,24.0900273,85.5585797,SENS-PM2-055,Amit Patel
ER-039771,JH-003,2023-07-27,21:58:00,Dust,PM10,69.2,mg/m³,100,False,Crusher Area,23.1733995,85.7336769,SENS-PM1-019,Sita Devi
ER-039772,CG-002,2023-04-23,00:51:00,Air Quality,SO2,95.9,mg/m³,80,True,Pit Area,23.6081484,85.8046236,SENS-SO2-082,Rajesh Kumar
ER-039773,JH-003,2023-08-23,22:41:00,Vibration,Whole Body,2.6,m/s²,5,False,Drill Site,23.9998788,85.9202451,SENS-Who-081,Sita Devi
ER-039774,JH-001,2023-09-07,04:45:00,Dust,PM2.5,44.2,mg/m³,60,False,Effluent Treatment,24.0485167,85.5927812,SENS-PM2-053,Amit Patel
ER-039775,JH-001,2023-02-12,15:33:00,Noise,SPL,45.5,dB,85,False,Effluent Treatment,23.3923722,86.3986757,SENS-SPL-024,Rajesh Kumar
ER-039776,OD-002,2023-10-13,14:31:00,Air Quality,SO2,82.4,mg/m³,80,True,Effluent Treatment,23.8206208,86.4406774,SENS-SO2-019,Amit Patel
ER-039777,JH-002,2023-05-11,17:58:00,Noise,SPL,72.1,dB,85,False,Pit Area,23.4234332,86.0036099,SENS-SPL-040,Amit Patel
ER-039778,CG-002,2023-12-14,14:46:00,Noise,SPL,68.5,dB,85,False,Crusher Area,23.7828085,86.3648516,SENS-SPL-074,Rajesh Kumar
ER-039779,CG-001,2023-03-27,01:01:00,Noise,SPL,45.2,dB,85,False,Effluent Treatment,23.3064868,85.6592605,SENS-SPL-082,Rajesh Kumar
ER-039780,CG-001,2023-03-16,13:10:00,Vibration,Whole Body,5.9,m/s²,5,True,Drill Site,23.5258833,86.3424574,SENS-Who-038,Sita Devi
ER-039781,CG-002,2023-02-14,01:02:00,Dust,PM10,111.1,mg/m³,100,True,Effluent Treatment,23.2099052,85.8690966,SENS-PM1-086,Sita Devi
ER-039782,OD-001,2023-03-04,11:20:00,Vibration,Whole Body,3.2,m/s²,5,False,Drill Site,23.3310896,85.8995749,SENS-Who-089,Amit Patel
ER-039783,OD-002,2023-06-26,07:33:00,Groundwater,Level,106.0,m,100,True,Pit Area,23.9008862,86.181286,SENS-Lev-068,Sita Devi
ER-039784,CG-002,2023-01-30,19:03:00,Dust,PM10,112.8,mg/m³,100,True,Crusher Area,23.7350042,85.9567554,SENS-PM1-001,Amit Patel
ER-039785,JH-002,2023-12-16,09:54:00,Dust,PM10,54.2,mg/m³,100,False,Effluent Treatment,23.3220229,86.399513,SENS-PM1-017,Rajesh Kumar
ER-039786,OD-002,2023-11-12,03:58:00,Groundwater,Level,58.2,m,100,False,Pit Area,23.8288598,86.2211928,SENS-Lev-098,Rajesh Kumar
ER-039787,JH-001,2023-03-19,13:21:00,Water,TSS,116.9,mg/m³,100,True,Effluent Treatment,23.8383889,85.5237939,SENS-TSS-027,Amit Patel
ER-039788,JH-001,2023-04-09,16:57:00,Vibration,Whole Body,4.3,m/s²,5,False,Drill Site,24.0178002,86.4192828,SENS-Who-034,Sita Devi
ER-039789,JH-002,2023-06-08,09:55:00,Vibration,Whole Body,2.6,m/s²,5,False,Pit Area,23.34049,85.720293,SENS-Who-058,Rajesh Kumar
ER-039790,OD-002,2023-07-19,11:35:00,Groundwater,Level,63.6,m,100,False,Drill Site,23.354007,86.2243477,SENS-Lev-033,Rajesh Kumar
ER-039791,JH-001,2023-12-26,01:22:00,Water,pH,6.9,,9,False,Pit Area,24.0852791,85.8940849,SENS-pH-010,Sita Devi
ER-039792,CG-001,2023-02-07,23:40:00,Dust,PM10,58.8,mg/m³,100,False,Drill Site,23.1753667,85.5061625,SENS-PM1-077,Rajesh Kumar
ER-039793,JH-003,2023-06-11,10:00:00,Noise,SPL,61.7,dB,85,False,Drill Site,23.9028404,85.8184339,SENS-SPL-092,Amit Patel
ER-039794,CG-001,2023-03-05,00:10:00,Water,TSS,79.1,mg/m³,100,False,Pit Area,23.7884055,85.6429845,SENS-TSS-071,Amit Patel
ER-039795,OD-001,2023-11-30,07:06:00,Noise,SPL,96.1,dB,85,True,Crusher Area,23.9059742,86.1478877,SENS-SPL-044,Sita Devi
ER-039796,CG-002,2023-07-06,04:21:00,Air Quality,NOx,48.2,mg/m³,80,False,Effluent Treatment,23.7539104,85.632526,SENS-NOx-075,Amit Patel
ER-039797,JH-002,2023-10-22,17:55:00,Groundwater,Level,113.3,m,100,True,Crusher Area,23.3909823,85.6065547,SENS-Lev-080,Amit Patel
ER-039798,CG-002,2023-03-29,18:14:00,Dust,PM2.5,55.0,mg/m³,60,False,Crusher Area,23.6291132,86.2036148,SENS-PM2-001,Sita Devi
ER-039799,CG-002,2023-10-27,22:02:00,Noise,SPL,57.4,dB,85,False,Effluent Treatment,23.9748766,86.3404162,SENS-SPL-075,Rajesh Kumar
ER-039800,JH-001,2023-09-09,15:06:00,Water,TSS,55.6,mg/m³,100,False,Pit Area,23.5528085,86.3656738,SENS-TSS-091,Amit Patel
ER-039801,OD-002,2023-08-29,10:09:00,Groundwater,Level,70.5,m,100,False,Effluent Treatment,23.4216542,85.8524514,SENS-Lev-098,Amit Patel
ER-039802,JH-001,2023-02-06,06:20:00,Air Quality,NOx,86.4,mg/m³,80,True,Crusher Area,23.9211217,85.8296278,SENS-NOx-012,Rajesh Kumar
ER-039803,CG-002,2023-09-09,19:55:00,Air Quality,SO2,51.5,mg/m³,80,False,Pit Area,23.6229447,85.8758842,SENS-SO2-096,Amit Patel
ER-039804,JH-003,2023-11-01,04:43:00,Vibration,Whole Body,2.9,m/s²,5,False,Crusher Area,23.6813755,85.8870232,SENS-Who-097,Amit Patel
ER-039805,JH-001,2023-12-10,11:06:00,Dust,PM10,70.4,mg/m³,100,False,Crusher Area,23.6005817,85.5713085,SENS-PM1-081,Rajesh Kumar
ER-039806,CG-002,2023-05-15,02:55:00,Noise,SPL,91.5,dB,85,True,Drill Site,23.7362791,86.0096531,SENS-SPL-018,Rajesh Kumar
ER-039807,OD-001,2023-01-26,13:28:00,Groundwater,Level,108.8,m,100,True,Pit Area,23.6059633,86.2550451,SENS-Lev-042,Sita Devi
ER-039808,JH-001,2023-08-11,10:52:00,Groundwater,Level,67.4,m,100,False,Pit Area,24.0592484,86.3609494,SENS-Lev-012,Amit Patel
ER-039809,JH-002,2023-01-14,12:35:00,Noise,SPL,89.8,dB,85,True,Pit Area,23.3939362,86.1888678,SENS-SPL-069,Amit Patel
ER-039810,JH-002,2023-11-17,09:35:00,Vibration,Whole Body,4.9,m/s²,5,False,Drill Site,24.1022951,86.2662915,SENS-Who-025,Rajesh Kumar
ER-039811,JH-002,2023-08-16,05:41:00,Vibration,Whole Body,5.3,m/s²,5,True,Drill Site,23.8811424,85.4716726,SENS-Who-091,Amit Patel
ER-039812,OD-002,2023-11-30,22:25:00,Dust,PM2.5,56.5,mg/m³,60,False,Pit Area,23.6537754,86.3512038,SENS-PM2-043,Sita Devi
ER-039813,CG-001,2023-04-23,19:19:00,Groundwater,Level,68.7,m,100,False,Pit Area,23.4865898,85.743627,SENS-Lev-060,Rajesh Kumar
ER-039814,JH-002,2023-11-20,19:33:00,Groundwater,Level,93.0,m,100,False,Drill Site,23.2976812,85.4899783,SENS-Lev-021,Amit Patel
ER-039815,OD-002,2023-10-31,21:45:00,Water,pH,6.3,,9,False,Drill Site,24.1465801,86.1001677,SENS-pH-017,Amit Patel
ER-039816,JH-001,2023-11-24,04:39:00,Dust,PM10,60.7,mg/m³,100,False,Drill Site,23.398727,85.6174478,SENS-PM1-007,Rajesh Kumar
ER-039817,OD-002,2023-09-28,21:21:00,Dust,PM2.5,56.0,mg/m³,60,False,Drill Site,23.8920576,85.9871281,SENS-PM2-087,Sita Devi
ER-039818,JH-001,2023-11-25,05:11:00,Groundwater,Level,104.3,m,100,True,Effluent Treatment,23.7826312,85.4617986,SENS-Lev-088,Sita Devi
ER-039819,CG-001,2023-08-29,02:22:00,Noise,SPL,95.3,dB,85,True,Pit Area,23.2382201,85.5806486,SENS-SPL-068,Sita Devi
ER-039820,CG-002,2023-09-06,15:29:00,Air Quality,NOx,86.7,mg/m³,80,True,Pit Area,23.1796396,85.8268778,SENS-NOx-045,Rajesh Kumar
ER-039821,CG-001,2023-08-17,07:58:00,Noise,SPL,68.0,dB,85,False,Drill Site,23.1743885,85.5411872,SENS-SPL-041,Rajesh Kumar
ER-039822,CG-002,2023-05-31,07:51:00,Air Quality,NOx,40.1,mg/m³,80,False,Crusher Area,23.5316473,86.0887145,SENS-NOx-002,Sita Devi
ER-039823,OD-001,2023-05-19,12:34:00,Noise,SPL,83.9,dB,85,False,Drill Site,23.5422225,86.0582739,SENS-SPL-091,Amit Patel
ER-039824,OD-002,2023-11-17,22:34:00,Groundwater,Level,60.8,m,100,False,Crusher Area,23.4962655,85.915907,SENS-Lev-084,Amit Patel
ER-039825,CG-001,2023-03-16,01:14:00,Air Quality,NOx,40.4,mg/m³,80,False,Drill Site,23.1941413,85.9375965,SENS-NOx-045,Sita Devi
ER-039826,OD-002,2023-02-21,06:20:00,Dust,PM10,107.3,mg/m³,100,True,Drill Site,23.3723554,85.8590297,SENS-PM1-017,Sita Devi
ER-039827,CG-001,2023-06-18,06:45:00,Groundwater,Level,52.8,m,100,False,Crusher Area,23.6437942,85.9076921,SENS-Lev-062,Sita Devi
ER-039828,OD-002,2023-11-04,12:09:00,Groundwater,Level,58.2,m,100,False,Crusher Area,23.74192,85.5714377,SENS-Lev-021,Rajesh Kumar
ER-039829,JH-003,2023-12-30,19:34:00,Air Quality,NOx,87.4,mg/m³,80,True,Pit Area,23.886367,85.6009556,SENS-NOx-020,Rajesh Kumar
ER-039830,CG-002,2023-12-29,07:39:00,Dust,PM10,103.7,mg/m³,100,True,Pit Area,23.984466,85.9266457,SENS-PM1-050,Sita Devi
ER-039831,JH-002,2023-03-04,12:17:00,Noise,SPL,73.8,dB,85,False,Pit Area,23.3140059,86.296654,SENS-SPL-019,Sita Devi
ER-039832,OD-002,2023-07-02,16:38:00,Noise,SPL,73.9,dB,85,False,Drill Site,23.8575272,86.2974425,SENS-SPL-019,Amit Patel
ER-039833,JH-001,2023-02-09,06:34:00,Vibration,Whole Body,3.9,m/s²,5,False,Pit Area,23.1826626,85.6208277,SENS-Who-049,Amit Patel
ER-039834,CG-001,2023-01-09,02:21:00,Dust,PM2.5,48.1,mg/m³,60,False,Crusher Area,23.8741805,86.3652682,SENS-PM2-062,Amit Patel
ER-039835,OD-001,2023-01-04,19:10:00,Noise,SPL,101.4,dB,85,True,Drill Site,24.0090257,85.5607792,SENS-SPL-062,Sita Devi
ER-039836,CG-002,2023-02-04,13:14:00,Vibration,Whole Body,3.2,m/s²,5,False,Effluent Treatment,23.6704503,85.5890664,SENS-Who-083,Amit Patel
ER-039837,JH-002,2023-12-02,12:58:00,Water,pH,6.2,,9,False,Pit Area,23.8357696,86.234279,SENS-pH-095,Amit Patel
ER-039838,JH-002,2023-09-13,14:24:00,Groundwater,Level,87.6,m,100,False,Effluent Treatment,23.5489186,85.8186726,SENS-Lev-070,Amit Patel
ER-039839,OD-001,2023-01-02,18:45:00,Vibration,Whole Body,3.5,m/s²,5,False,Crusher Area,23.3972149,86.1030513,SENS-Who-042,Rajesh Kumar
ER-039840,JH-001,2023-05-29,06:03:00,Vibration,Whole Body,5.7,m/s²,5,True,Crusher Area,23.2850267,85.5565857,SENS-Who-036,Rajesh Kumar
ER-039841,OD-002,2023-08-12,23:49:00,Groundwater,Level,117.1,m,100,True,Drill Site,23.4886777,85.9388278,SENS-Lev-055,Amit Patel
ER-039842,JH-001,2023-01-10,08:02:00,Air Quality,NOx,53.2,mg/m³,80,False,Drill Site,23.7703641,86.0864503,SENS-NOx-083,Sita Devi
ER-039843,OD-002,2023-02-13,00:23:00,Vibration,Whole Body,4.9,m/s²,5,False,Crusher Area,23.314732,86.3282565,SENS-Who-024,Amit Patel
ER-039844,CG-001,2023-11-20,15:35:00,Groundwater,Level,54.6,m,100,False,Crusher Area,23.2785189,85.6552278,SENS-Lev-079,Sita Devi
ER-039845,JH-002,2023-12-26,02:03:00,Dust,PM2.5,55.3,mg/m³,60,False,Pit Area,23.8943521,86.1220586,SENS-PM2-096,Rajesh Kumar
ER-039846,JH-003,2023-05-13,02:54:00,Dust,PM10,87.5,mg/m³,100,False,Drill Site,23.989968,86.2635713,SENS-PM1-052,Sita Devi
ER-039847,OD-002,2023-02-18,07:02:00,Noise,SPL,85.3,dB,85,True,Crusher Area,23.7708302,86.0791156,SENS-SPL-098,Rajesh Kumar
ER-039848,JH-001,2023-04-14,23:12:00,Water,pH,10.0,,9,True,Drill Site,23.6086961,85.7055659,SENS-pH-072,Amit Patel
ER-039849,JH-003,2023-05-18,05:31:00,Air Quality,SO2,77.5,mg/m³,80,False,Effluent Treatment,23.3827257,85.6595292,SENS-SO2-067,Amit Patel
ER-039850,OD-002,2023-08-12,14:05:00,Noise,SPL,51.0,dB,85,False,Drill Site,23.363199,86.2546297,SENS-SPL-050,Sita Devi
ER-039851,JH-003,2023-11-30,09:54:00,Dust,PM10,101.2,mg/m³,100,True,Drill Site,23.2110288,86.0736554,SENS-PM1-090,Sita Devi
ER-039852,OD-002,2023-09-22,14:48:00,Groundwater,Level,85.8,m,100,False,Drill Site,23.33113,85.8488241,SENS-Lev-059,Sita Devi
ER-039853,JH-003,2023-05-21,15:45:00,Noise,SPL,62.1,dB,85,False,Pit Area,23.5718159,85.6975053,SENS-SPL-097,Rajesh Kumar
ER-039854,OD-001,2023-08-09,18:38:00,Vibration,Whole Body,4.5,m/s²,5,False,Effluent Treatment,23.521668,86.4106686,SENS-Who-053,Rajesh Kumar
ER-039855,CG-001,2023-12-27,15:36:00,Noise,SPL,53.0,dB,85,False,Drill Site,24.004765,85.762947,SENS-SPL-078,Sita Devi
ER-039856,OD-001,2023-01-25,02:02:00,Water,pH,7.3,,9,False,Effluent Treatment,23.3470758,85.9152393,SENS-pH-059,Sita Devi
ER-039857,CG-001,2023-08-15,03:31:00,Noise,SPL,53.5,dB,85,False,Effluent Treatment,23.9374051,85.7381351,SENS-SPL-075,Sita Devi
ER-039858,OD-001,2023-10-02,01:49:00,Noise,SPL,78.1,dB,85,False,Drill Site,24.0833975,85.5273946,SENS-SPL-085,Sita Devi
ER-039859,OD-002,2023-06-24,16:04:00,Groundwater,Level,116.2,m,100,True,Drill Site,24.0058733,85.9723148,SENS-Lev-090,Amit Patel
ER-039860,JH-002,2023-03-07,16:57:00,Noise,SPL,50.0,dB,85,False,Effluent Treatment,23.3855835,85.7304472,SENS-SPL-090,Amit Patel
ER-039861,OD-002,2023-07-23,01:04:00,Dust,PM10,110.1,mg/m³,100,True,Crusher Area,23.4809624,86.0285126,SENS-PM1-012,Amit Patel
ER-039862,JH-003,2023-01-16,15:08:00,Air Quality,NOx,87.1,mg/m³,80,True,Pit Area,23.7676502,85.9130946,SENS-NOx-037,Rajesh Kumar
ER-039863,JH-001,2023-08-12,06:39:00,Vibration,Whole Body,4.6,m/s²,5,False,Drill Site,24.0937865,85.6825671,SENS-Who-004,Rajesh Kumar
ER-039864,OD-001,2023-07-05,05:42:00,Noise,SPL,98.3,dB,85,True,Effluent Treatment,23.471824,85.9911913,SENS-SPL-031,Sita Devi
ER-039865,CG-002,2023-04-16,05:49:00,Groundwater,Level,97.6,m,100,False,Effluent Treatment,23.9419303,85.7714951,SENS-Lev-082,Rajesh Kumar
ER-039866,OD-001,2023-08-02,03:12:00,Vibration,Whole Body,4.9,m/s²,5,False,Effluent Treatment,23.5240133,85.8487725,SENS-Who-052,Sita Devi
ER-039867,OD-002,2023-07-31,17:07:00,Air Quality,NOx,53.5,mg/m³,80,False,Pit Area,23.8341979,85.6882515,SENS-NOx-035,Amit Patel
ER-039868,JH-001,2023-01-13,23:10:00,Water,pH,8.2,,9,False,Crusher Area,24.060907,85.8320894,SENS-pH-051,Amit Patel
ER-039869,CG-002,2023-10-25,11:32:00,Air Quality,NOx,70.0,mg/m³,80,False,Effluent Treatment,23.6331493,86.1212653,SENS-NOx-073,Amit Patel
ER-039870,JH-003,2023-12-20,22:43:00,Vibration,Whole Body,4.3,m/s²,5,False,Drill Site,24.0342524,85.8833423,SENS-Who-095,Amit Patel
ER-039871,OD-001,2023-03-09,21:48:00,Air Quality,SO2,61.0,mg/m³,80,False,Effluent Treatment,23.2526007,86.1479362,SENS-SO2-063,Amit Patel
ER-039872,OD-001,2023-03-02,06:51:00,Air Quality,NOx,70.6,mg/m³,80,False,Crusher Area,23.3235963,85.6143066,SENS-NOx-031,Sita Devi
ER-039873,JH-001,2023-06-11,18:03:00,Water,TSS,87.1,mg/m³,100,False,Effluent Treatment,23.5074051,85.5143889,SENS-TSS-065,Amit Patel
ER-039874,JH-001,2023-10-20,05:52:00,Dust,PM10,103.6,mg/m³,100,True,Crusher Area,23.5482754,85.7357319,SENS-PM1-044,Sita Devi
ER-039875,CG-001,2023-07-17,12:35:00,Noise,SPL,85.4,dB,85,True,Crusher Area,23.5566737,85.9711803,SENS-SPL-039,Amit Patel
ER-039876,CG-002,2023-06-20,07:03:00,Water,TSS,118.6,mg/m³,100,True,Crusher Area,23.9665247,85.9710046,SENS-TSS-037,Amit Patel
ER-039877,JH-001,2023-09-09,04:31:00,Noise,SPL,83.7,dB,85,False,Pit Area,23.9231494,86.2845073,SENS-SPL-091,Rajesh Kumar
ER-039878,CG-002,2023-09-09,07:22:00,Air Quality,SO2,61.6,mg/m³,80,False,Effluent Treatment,23.238197,85.8773224,SENS-SO2-074,Sita Devi
ER-039879,CG-002,2023-11-14,14:46:00,Water,TSS,71.0,mg/m³,100,False,Crusher Area,23.3081057,86.446051,SENS-TSS-048,Rajesh Kumar
ER-039880,CG-002,2023-03-07,19:08:00,Vibration,Whole Body,4.4,m/s²,5,False,Crusher Area,23.5464682,86.3518916,SENS-Who-085,Rajesh Kumar
ER-039881,JH-003,2023-05-02,11:25:00,Dust,PM10,72.7,mg/m³,100,False,Drill Site,23.5268142,86.1921769,SENS-PM1-064,Amit Patel
ER-039882,JH-001,2023-04-12,13:02:00,Vibration,Whole Body,3.2,m/s²,5,False,Pit Area,24.0259117,86.0737854,SENS-Who-090,Rajesh Kumar
ER-039883,OD-001,2023-12-21,01:56:00,Air Quality,SO2,79.7,mg/m³,80,False,Drill Site,23.9840053,86.3131899,SENS-SO2-011,Sita Devi
ER-039884,JH-001,2023-01-04,18:19:00,Air Quality,SO2,52.2,mg/m³,80,False,Drill Site,23.4875082,86.3296601,SENS-SO2-002,Sita Devi
ER-039885,JH-002,2023-04-09,22:14:00,Dust,PM10,62.9,mg/m³,100,False,Effluent Treatment,23.3121765,85.7197671,SENS-PM1-014,Amit Patel
ER-039886,CG-001,2023-01-27,23:06:00,Water,TSS,85.0,mg/m³,100,False,Drill Site,23.3295069,85.8374017,SENS-TSS-084,Sita Devi
ER-039887,CG-002,2023-09-12,23:42:00,Vibration,Whole Body,4.3,m/s²,5,False,Drill Site,24.1547675,85.6117776,SENS-Who-057,Amit Patel
ER-039888,JH-003,2023-12-08,21:27:00,Air Quality,SO2,41.5,mg/m³,80,False,Drill Site,23.7360641,86.3836692,SENS-SO2-040,Sita Devi
ER-039889,OD-001,2023-10-27,08:34:00,Air Quality,NOx,47.1,mg/m³,80,False,Pit Area,23.6630766,85.7774382,SENS-NOx-079,Rajesh Kumar
ER-039890,OD-002,2023-02-05,21:59:00,Groundwater,Level,111.5,m,100,True,Effluent Treatment,23.3035387,86.4188365,SENS-Lev-071,Rajesh Kumar
